Title,Authors,Publication date,Keywords,Abstract,Highlights,Url,Doi
AOP-helpFinder webserver: a tool for comprehensive analysis of the literature to support adverse outcome pathways development,"Florence Jornod, Thomas Jaylet, Ludek Blaha, Denis Sarigiannis, Luc Tamisier, Karine Audouze",2021-10,,"Abstract
Motivation
Adverse outcome pathways (AOPs) are a conceptual framework developed to support the use of alternative toxicology approaches in the risk assessment. AOPs are structured linear organizations of existing knowledge illustrating causal pathways from the initial molecular perturbation triggered by various stressors, through key events (KEs) at different levels of biology, to the ultimate health or ecotoxicological adverse outcome.

Results
Artificial intelligence can be used to systematically explore available toxicological data that can be parsed in the scientific literature. Recently, a tool called AOP-helpFinder was developed to identify associations between stressors and KEs supporting thus documentation of AOPs. To facilitate the utilization of this advanced bioinformatics tool by the scientific and the regulatory community, a webserver was created. The proposed AOP-helpFinder webserver uses better performing version of the tool which reduces the need for manual curation of the obtained results. As an example, the server was successfully applied to explore relationships of a set of endocrine disruptors with metabolic-related events. The AOP-helpFinder webserver assists in a rapid evaluation of existing knowledge stored in the PubMed database, a global resource of scientific information, to build AOPs and Adverse Outcome Networks supporting the chemical risk assessment.",,https://academic.oup.com/bioinformatics/article/38/4/1173/6414613?login=false,
Human Biomonitoring Guidance Values (HBM-GVs) derived for the aprotic solvents N-methyl-2-pyrrolidone (NMP) and N-ethyl-2-pyrrolidone (NEP),"Madlen David, Antje Gerofke, Rosa Lange, Marike Kolossa-Gehring, Petra Apel",2021-10,Aprotic solventsN-ethyl-2-pyrrolidone (NEP)N-methyl-2-pyrrolidone (NMP)Human biomonitoring guidance value (HBM-GV)HBM4EURisk assessment,"Toxicologically and/or epidemiologically derived guidance values referring to the internal exposure of humans are a prerequisite for an easy to use health-based interpretation of human biomonitoring (HBM) results. The European Joint Programme HBM4EU derives such values, named human biomonitoring guidance values (HBM-GVs), for priority substances which could be of regulatory relevance for policy makers and have been identified by experts of the participating countries, ministries, agencies and stakeholders at EU and national level. NMP and NEP are such substances for which unresolved policy relevant issues should be clarified by targeted research. Since widespread exposure of the general population in Germany to NMP and NEP was shown for the age groups 3–17 years and 20–29 years, further investigations on exposure to NMP and NEP in other European countries are warranted. The HBM-GVs derived for both solvents focus on developmental toxicity as decisive endpoint. They amount for the sum of the two specific urinary NMP metabolites 5-HNMP and 2-HMSI and likewise of the two specific urinary NEP metabolites 5-HNEP and 2-HESI to 10 mg/L for children and 15 mg/L for adolescents/adults. The values were determined following a consultation process on the value proposals within HBM4EU. A health-based risk assessment was performed using the newly derived HBM-GVGenPop and exposure data from two recent studies from Germany. The risk assessment revealed that even when considering the combined exposure to both substances by applying the Hazard Index approach, the measured concentrations are below the HBM-GVGenPop in all cases investigated (i.e., children, adolescents and young adults).","HBM-GVs are a prerequisite for an easy to use health-based risk assessment of human biomonitoring results.

For NMP and NEP metabolites in urine, respectively, HBM-GVs were set for children and adolescents/adults.

First HBM exposure data indicate widespread exposure of German children, adolescents and young adults to NMP and NEP.

The Hazard Index approach revealed that even when combined exposure to both solvents is assessed, HBM-GVs are not exceeded.",https://www.sciencedirect.com/science/article/pii/S1438463921001711?via%3Dihub,
"Lead (Pb) and neurodevelopment: A review on exposure and biomarkers of effect (BDNF, HDL) and susceptibility","Claudia Gundacker, Martin Forsthuber, Tamás Szigeti, Réka Kakucs, Vicente Mustieles, Mariana F. Fernandez, Elizabeth Bengtsen, Ulla Vogel, Karin Sørig Hougaard, Anne Thoustrup Saber 10/2021",2021-10,Human biomonitoring; HBM4EU; Effect biomarkers; Susceptibility biomarkers; Neurodevelopmental toxicity; Epigenetics,"Lead (Pb) is a ubiquitous environmental pollutant and a potent toxic compound. Humans are exposed to Pb through inhalation, ingestion, and skin contact via food, water, tobacco smoke, air, dust, and soil. Pb accumulates in bones, brain, liver and kidney. Fetal exposure occurs via transplacental transmission. The most critical health effects are developmental neurotoxicity in infants and cardiovascular effects and nephrotoxicity in adults.

Pb exposure has been steadily decreasing over the past decades, but there are few recent exposure data from the general European population; moreover, no safe Pb limit has been set. Sensitive biomarkers of exposure, effect and susceptibility, that reliably and timely indicate Pb-associated toxicity are required to assess human exposure-health relationships in a situation of low to moderate exposure.

Therefore, a systematic literature review based on PubMed entries published before July 2019 that addressed Pb exposure and biomarkers of effect and susceptibility, neurodevelopmental toxicity, epigenetic modifications, and transcriptomics was conducted. Finally included were 58 original papers on Pb exposure and 17 studies on biomarkers. The biomarkers that are linked to Pb exposure and neurodevelopment were grouped into effect biomarkers (serum brain-derived neurotrophic factor (BDNF) and serum/saliva cortisol), susceptibility markers (epigenetic markers and gene sequence variants) and other biomarkers (serum high-density lipoprotein (HDL), maternal iron (Fe) and calcium (Ca) status). Serum BDNF and plasma HDL are potential candidates to be further validated as effect markers for routine use in HBM studies of Pb, complemented by markers of Fe and Ca status to also address nutritional interactions related to neurodevelopmental disorders. For several markers, a causal relationship with Pb-induced neurodevelopmental toxicity is likely. Results on BDNF are discussed in relation to Adverse Outcome Pathway (AOP) 13 (""Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities”) of the AOP-Wiki. Further studies are needed to validate sensitive, reliable, and timely effect biomarkers, especially for low to moderate Pb exposure scenarios.",,https://www.sciencedirect.com/science/article/pii/S143846392100170X?via%3Dihub,
"Exploring the relationship between metal exposure, BDNF, and behavior in adolescent males","Andrea Rodríguez-Carrillo, Vicente Mustieles, Shereen Cynthia D'Cruz, Louis Legoff, Fernando Gil, Pablo Olmedo, IrisReina-Pérez, Antonio Mundo, Marina Molina, Fatima Smagulova, Arthur David, Carmen Freire, Mariana F. Fernánde",2021-10,Metals; Brain-derived neurotrophic factor; Behavior; Human biomonitoring; Effect biomarker; HBM4EU; DNA methylation,"Background
Brain-derived neurotrophic factor (BDNF) plays an important role in brain development by regulating multiple pathways within the central nervous system. In the Human Biomonitoring for Europe Project (HBM4EU), this neurotrophin is being implemented as a novel effect biomarker to evaluate the potential threats of environmental chemicals on neurodevelopment.

Objectives
To explore the relationships among exposure to environmental metals, BDNF biomarkers at two levels of biological complexity, and behavioral function in adolescent males.

Methods
Data were gathered from 125 adolescents on: spot urine sample total concentrations of the neurotoxic metal(oid)s arsenic (As), cadmium (Cd), mercury (Hg), and lead (Pb); serum BDNF protein concentrations; and concurrent behavioral functioning according to the Child Behavior Check List (CBCL/6–18). In 113 of the participants, information was also collected on blood BDNF DNA methylation at six CpGs. Associations were evaluated by multivariate linear regression analysis adjusted for confounders.

Results
As, Cd, Hg, and Pb were detected in 100%, 98.5%, 97.0%, and 89.5% of urine samples, respectively. Median serum BDNF concentration was 32.6 ng/mL, and total percentage of BDNF gene methylation was 3.8%. In the adjusted models, urinary As was non-linearly associated with more internalizing problems and Cd with more externalizing behaviors. The percentage BDNF DNA methylation at CPGs #5 and the mean percentage CpG methylation increased across As tertiles (p-trend = 0.04 and 0.03, respectively), while 2nd tertile and 3rd tertile of Cd concentrations were associated with lower serum BDNF and higher CpG3 methylation percentage. Additionally, when BDNF was categorized in tertiles, serum BDNF at the 3rd tertile was associated with fewer behavioral problems, particularly withdrawn (p-trend = 0.04), social problems (p-trend = 0.12), and thought problems (p-trend = 0.04).

Conclusion
Exposure to As and Cd was associated with BDNF gene DNA methylation BDNF gene and serum BDNF, respectively. Associations with DNA methylation may be attributable to a higher variability over time in circulating BDNF concentrations than in the methylation status of this gene. Caution should be taken when interpreting the results relating postnatal Pb and Hg to behavioral functioning. Further studies are needed to verify these findings.","BDNF was evaluated as a biomarker of behavioral functioning in adolescent males.

Higher As and Cd levels in urine were associated with more behavioral problems.

•
Higher urinary As level was associated with higher BDNF gene DNA methylation.

Moderate urine Cd level was associated with lower serum BDNF concentration.

Urinary Hg and Pb were not associated with behavior or BDNF gene DNA methylation.",https://www.sciencedirect.com/science/article/pii/S1438463921001929?via%3Dihub,
BDNF as a potential mediator between childhood BPA exposure and behavioral function in adolescent boys from the INMA-Granada cohort,"Vicente Mustieles, Andrea Rodríguez-Carrillo, Fernando Vela-Soria, Shereen Cynthia D'Cruz, Arthur David, Fatima Smagulova, Antonio Mundo-López, Alicia Olivas-Martínez, Iris Reina-Pérez, Nicolás Olea, Carmen Freire, Juan P. Arrebolam, Mariana F. Fernández",2021-09,Bisphenol A; Brain-derived neurotrophic factor; Neurodevelopment; Adolescence; Biomonitoring; HBM4EU,"Background
Bisphenol A (BPA) exposure has been linked to altered behavior in children. Within the European Human Biomonitoring Initiative (HBM4EU), an adverse outcome pathway (AOP) network was constructed supporting the mechanistic link between BPA exposure and brain-derived neurotrophic factor (BDNF).

Objective
To test this toxicologically-based hypothesis in the prospective INMA-Granada birth cohort (Spain).

Methods
BPA concentrations were quantified by LC-MS/MS in spot urine samples from boys aged 9–11 years, normalized by creatinine and log-2 transformed. At adolescence (15–17 years), blood and urine specimens were collected, and serum and urinary BDNF protein levels were measured using immunoassays. DNA methylation levels at 6 CpGs in Exon IV of the BDNF gene were also assessed in peripheral blood using bisulfite-pyrosequencing. Adolescent's behavior was parent-rated using the Child Behavior Checklist (CBCL/6-18) in 148 boys. Adjusted linear regression and mediation models were fit.

Results
Childhood urinary BPA concentrations were longitudinally and positively associated with thought problems (β = 0.76; 95% CI: 0.02, 1.49) and somatic complaints (β = 0.80; 95% CI: −0.16, 1.75) at adolescence. BPA concentrations were positively associated with BDNF DNA methylation at CpG6 (β = 0.21; 95% CI: 0.06, 0.36) and mean CpG methylation (β = 0.10; 95% CI: 0.01, 0.18), but not with total serum or urinary BDNF protein levels. When independent variables were categorized in tertiles, positive dose-response associations were observed between BPA-thought problems (p-trend = 0.08), BPA-CpG6 (p-trend ≤ 0.01), and CpG6-thought problems (p-trend ≤ 0.01). A significant mediated effect by CpG6 DNA methylation was observed (β = 0.23; 95% CI: 0.01, 0.57), accounting for up to 34% of the BPA-thought problems association.

Conclusions
In line with toxicological studies, BPA exposure was longitudinally associated with increased BDNF DNA methylation, supporting the biological plausibility of BPA-behavior relationships previously described in the epidemiological literature. Given its novelty and preliminary nature, this effect biomarker approach should be replicated in larger birth cohorts.","Childhood BPA exposure was linked to higher BDNF DNA methylation at adolescence.

Childhood BPA was associated with thought and somatic problems at adolescence.

BDNF may mediate BPA-behavior associations and should be further investigated.

Brain derived neurotrophic factor-BDNF seems a promising neurologic effect biomarker.",https://www.sciencedirect.com/science/article/pii/S0048969721050890,https://doi.org/10.1016/j.scitotenv.2021.150014
HBM4EU chromates study - Overall results and recommendations for the biomonitoring of occupational exposure to hexavalent chromium,"TiinaSantonen, Simo P. Porras, Beatrice Bocca, Radia Bousoumah, Radu Corneliu Duca, Karen S. Galea, Lode Godderis, Thomas Göen, Emilie Hardy, Ivo Iavicoli, Beata Janasik, Kate Jones. Elizabeth Leese, Veruscka Leso, Henriqueta Louro, Nicole Majery, Sophie Ndaw, Hermínia Pinhal, Flavia Ruggieri, Maria J. Silva, An van Nieuwenhuyse, Jelle Verdonck, Susana Viegas, Wojciech Wasowicz, Ovnair Sepai, Paul T.J. Scheepers. HBM4EU chromates study team: Kukka Aimonen, Guillaume Antoine, Rob Anzion, Manuella Burgart, Argelia Castaño, Andrea Cattaneo, Domenico Maria Cavallo, Giuseppe De Palma, Flavien Denis, Angela Gambelunghe, Bruno Gomes, Ogier Hanser, Riikka Helenius, Carina Ladeira, Marta Esteban López, Piero Lovreglio, Philippe Marsan, Mathieu Melczer, Ana Nogueira, Elisabeta Pletea, Katrien Poels, Jouko Remes, Edna Ribeiro, Sílvia Reis Santos, Françoise Schaefers, Sally Spankie, Robert Spoek, Mohamed Rizki, Davy Rousset, Maurice van Dael, Henna Veijalainen",2021-09,Hexavalent chromium; Biomonitoring; Occupational exposure; Electroplating; Welding,"Exposure to hexavalent chromium [Cr(VI)] may occur in several occupational activities, e.g., welding, Cr(VI) electroplating and other surface treatment processes. The aim of this study was to provide EU relevant data on occupational Cr(VI) exposure to support the regulatory risk assessment and decision-making. In addition, the capability and validity of different biomarkers for the assessment of Cr(VI) exposure were evaluated.

The study involved nine European countries and involved 399 workers in different industry sectors with exposures to Cr(VI) such as welding, bath plating, applying or removing paint and other tasks. We also studied 203 controls to establish a background in workers with no direct exposure to Cr(VI). We applied a cross-sectional study design and used chromium in urine as the primary biomonitoring method for Cr(VI) exposure. Additionally, we studied the use of red blood cells (RBC) and exhaled breath condensate (EBC) for biomonitoring of exposure to Cr(VI). Personal measurements were used to study exposure to inhalable and respirable Cr(VI) by personal air sampling. Dermal exposure was studied by taking hand wipe samples.

The highest internal exposures were observed in the use of Cr(VI) in electrolytic bath plating. In stainless steel welding the internal Cr exposure was clearly lower when compared to plating activities. We observed a high correlation between chromium urinary levels and air Cr(VI) or dermal total Cr exposure. Urinary chromium showed its value as a first approach for the assessment of total, internal exposure. Correlations between urinary chromium and Cr(VI) in EBC and Cr in RBC were low, probably due to differences in kinetics and indicating that these biomonitoring approaches may not be interchangeable but rather complementary.

This study showed that occupational biomonitoring studies can be conducted successfully by multi-national collaboration and provide relevant information to support policy actions aiming to reduce occupational exposure to chemicals.",,https://www.sciencedirect.com/science/article/pii/S0013935121012792,https://doi.org/10.1016/j.envres.2021.111984
"HBM4EU combines and harmonises human biomonitoring data across the EU, building on existing capacity – The HBM4EU survey","Liese Gilles, Eva Govarts, Loïc Rambaud, Nina Vogel, Argelia Castaño, Marta Esteban López, Laura Rodriguez Martin, Gudrun Koppen, Sylvie Remy, Martine Vrijheid, Parisa Montazeri, Laura Birks, Ovnair Sepai, Lorraine Stewart, Ulrike Fiddicke, Ilse Loots, Lisbeth E. Knudsen, Marike Kolossa-Gehring, Greet Schoeters",2021-08,Human biomonitoring; Joint HBM4EU survey; Children; Teenagers; Adults,"As part of the Human Biomonitoring for Europe (HBM4EU) initiative a human biomonitoring (HBM) survey is conducted in 21 countries. This survey builds on existing HBM capacity in Europe by aligning national or regional HBM studies. The survey targets 3 age groups (i) children aged 6–11 years, (ii) teenagers aged 12–19 years and (iii) young adults aged 20–39 years and includes a total of 9493 participants (3151 children, 2953 teenagers and 3389 young adults). Depending on the age group, internal exposure to phthalates and substitute Hexamoll® DINCH, brominated and organophosphorus flame retardants, per-/poly-fluorinated compounds, cadmium, bisphenols and/or polycyclic aromatic hydrocarbons are assessed. The main goal of the programme is to obtain quality controlled and comparable HBM data of exposure to chemicals, prioritized under HBM4EU, with European wide coverage to inform the development of environment and health policies. This paper describes the framework of the HBM4EU survey and the approach that has been applied to align European HBM initiatives across Europe.",,https://www.sciencedirect.com/science/article/pii/S1438463921001243?via%3Dihub,https://doi.org/10.1016/j.ijheh.2021.113809
Interlaboratory comparison investigations (ICIs) and external quality assurance schemes (EQUASs) for flame retardant analysis in biological matrices: Results from the HBM4EU project,"Darina Dvorakova, Jana Pulkrabova, Tomas Gramblicka, Andrea Polachova, Martina Buresova, Marta Esteban López, Argelia Castaño, Stefanie Nübler, Karin Haji-Abbas-Zarrabi, Nadine Klausner, Thomas Göen, Hans Mol, Holger M Koch, Vincent Vaccher, Jean-Philippe Antignac, Line Småstuen Haug, Katrin Vorkamp, Jana Hajslova",2021-07,Human biomonitoring (HBM); Interlaboratory comparison investigation (ICI); External quality assurance scheme (EQUAS); Halogenated flame retardants (HFRs); Organophosphorus flame retardants (OPFRs); HBM4EU,"The European Human Biomonitoring Initiative (HBM4EU) is coordinating and advancing human biomonitoring (HBM). For this purpose, a network of laboratories delivering reliable analytical data on human exposure is fundamental. The analytical comparability and accuracy of laboratories analysing flame retardants (FRs) in serum and urine were investigated by a quality assurance/quality control (QA/QC) scheme comprising interlaboratory comparison investigations (ICIs) and external quality assurance schemes (EQUASs).

This paper presents the evaluation process and discusses the results of four ICI/EQUAS rounds performed from 2018 to 2020 for the determination of ten halogenated flame retardants (HFRs) represented by three congeners of polybrominated diphenyl ethers (BDE-47, BDE-153 and BDE-209), two isomers of hexabromocyclododecane (α-HBCD and γ-HBCD), two dechloranes (anti-DP and syn-DP), tetrabromobisphenol A (TBBPA), decabromodiphenylethane (DBDPE), and 2,4,6-tribromophenol (2,4,6-TBP) in serum, and four metabolites of organophosphorus flame retardants (OPFRs) in urine, at two concentration levels. The number of satisfactory results reported by laboratories increased during the four rounds. In the case of HFRs, the scope of the participating laboratories varied substantially (from two to ten) and in most cases did not cover the entire target spectrum of chemicals. The highest participation rate was reached for BDE-47 and BDE-153. The majority of participants achieved more than 70% satisfactory results for these two compounds over all rounds. For other HFRs, the percentage of successful laboratories varied from 44 to 100%. The evaluation of TBBPA, DBDPE, and 2,4,6-TBP was not possible because the number of participating laboratories was too small. Only seven laboratories participated in the ICI/EQUAS scheme for OPFR metabolites and five of them were successful for at least two biomarkers. Nevertheless, the evaluation of laboratory performance using Z-scores in the first three rounds required an alternative approach compared to HFRs because of the small number of participants and the high variability of experts' results. The obtained results within the ICI/EQUAS programme showed a significant core network of comparable European laboratories for HBM of BDE-47, BDE-153, BDE-209, α-HBCD, γ-HBCD, anti-DP, and syn-DP. On the other hand, the data revealed a critically low analytical capacity in Europe for HBM of TBBPA, DBDPE, and 2,4,6-TBP as well as for the OPFR biomarkers.","The HBM4EU QA/QC programme showed the state of play in FR biomonitoring in Europe.

Four rounds of ICI/EQUAS were performed for ten HFRs and four OPFRs biomarkers.

The highest number of successful laboratories was for BDE-47 and BDE-153.

The analytical capacity for HBM of OPFR biomarkers was lower than for HFRs.",https://www.sciencedirect.com/science/article/pii/S0013935121009993?via%3Dihub,https://doi.org/10.1016/j.envres.2021.111705
Reproductive Health Risks Associated with Occupational and Environmental Exposure to Pesticides,"Aleksandra Fucic, Radu C. Duca, Karen S. Galea, Tihana Maric, Kelly Garcia, Michael S. Bloom, Helle R. Andersen and John E. Vena",2021-06,male; female; infertility; transplacental,"A marked reduction in fertility and an increase in adverse reproductive outcomes during the last few decades have been associated with occupational and environmental chemical exposures. Exposure to different types of pesticides may increase the risks of chronic diseases, such as diabetes, cancer, and neurodegenerative disease, but also of reduced fertility and birth defects. Both occupational and environmental exposures to pesticides are important, as many are endocrine disruptors, which means that even very low-dose exposure levels may have measurable biological effects. The aim of this review was to summarize the knowledge collected between 2000 and 2020, to highlight new findings, and to further interpret the mechanisms that may associate pesticides with infertility, abnormal sexual maturation, and pregnancy complications associated with occupational, environmental and transplacental exposures. A summary of current pesticide production and usage legislation is also included in order to elucidate the potential impact on exposure profile differences between countries, which may inform prevention measures. Recommendations for the medical surveillance of occupationally exposed populations, which should be facilitated by the biomonitoring of reduced fertility, is also discussed.",,https://www.mdpi.com/1660-4601/18/12/6576,https://doi.org/10.3390/ijerph18126576
Chemical prioritisation strategy in the European Human Biomonitoring Initiative (HBM4EU) – Development and results,"Eva Ougier, Catherine Ganzleben, Pierre Lecoq, Jos Bessems, Madlen David, Greet Schoeters, Rosa Lange, Matthieu Meslin, Maria Uhl, Marike Kolossa-Gehring, Christophe Rousselle, Joana Lobo Vicente",2021-06,Human biomonitoring (HBM); HBM4EU; Internal exposure; Prioritisation; Scoring; Policy needs; Risk assessment,"The European Human Biomonitoring Initiative (HBM4EU1) has established a European Union-wide human biomonitoring (HBM) programme to generate knowledge on human internal exposure to chemical pollutants and their potential health impacts in Europe, in order to support policy makers’ efforts to ensure chemical safety and improve health in Europe.

A prioritisation strategy was necessary to determine and meet the most important needs of both policy makers and risk assessors, as well as common national needs of participating countries and a broad range of stakeholders. This strategy consisted of three mains steps: 1) mapping of knowledge gaps identified by policy makers, 2) prioritisation of substances using a scoring system, and 3) generation of a list of priority substances reflective of the scoring, as well as of public policy priorities and available resources.

For the first step, relevant ministries and agencies at EU and national levels, as well as members of the Stakeholder Forum each nominated up to 5 substances/substance groups of concern for policy-makers. These nominations were collated into a preliminary list of 48 substances/substance groups, which was subsequently shortened to a list of 23 after considering the total number of nominations each substance/substance group received and the nature of the nominating entities.

For the second step, a panel of 11 experts in epidemiology, toxicology, exposure sciences, and occupational and environmental health scored each of the substances/substance groups using prioritisation criteria including hazardous properties, exposure characteristics, and societal concern. The scores were used to rank the 23 substances/substance groups. In addition, substances were categorised according to the level of current knowledge about their hazards, extent of human exposure (through the availability of HBM data), regulatory status and availability of analytical methods for biomarker measurement.

Finally, in addition to the ranking and categorisation of the substances, the resources available for the project and the alignment with the policy priorities at European level were considered to produce a final priority list of 9 substances/substance groups for research activities and surveys within the framework of the HBM4EU project.",,https://www.sciencedirect.com/science/article/pii/S1438463921000936?via%3Dihub,https://doi.org/10.1016/j.ijheh.2021.113778
